name,smiles
CHLORMADINONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C
SELENOMETHIONINE,C[Se]CC[C@H](N)C(=O)O
BORTEZOMIB,CC(C)C[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)c1cnccn1)B(O)O
PINACIDIL ANHYDROUS,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C
MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl
NORETHINDRONE,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C
ATAZANAVIR,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C
MOEXIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1Cc2cc(OC)c(OC)cc2C[C@H]1C(=O)O
ARGATROBAN,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1
SPECTINOMYCIN,CN[C@@H]1[C@H](O)[C@H](NC)[C@H]2O[C@@]3(O)C(=O)C[C@@H](C)O[C@H]3O[C@@H]2[C@H]1O
RAMIPRIL,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1[C@H](C(=O)O)C[C@@H]2CCC[C@@H]21
LISINOPRIL,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O.O.O
AMINOSALICYLIC ACID,Nc1ccc(C(=O)O)c(O)c1
TESTOSTERONE PROPIONATE,CCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C
PRUCALOPRIDE,COCCCN1CCC(NC(=O)c2cc(Cl)c(N)c3c2OCC3)CC1
DESLORATADINE,Clc1ccc2c(c1)CCc1cccnc1C2=C1CCNCC1
EPTIFIBATIDE,N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O
DEQUALINIUM,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21
DULOXETINE,CNCC[C@H](Oc1cccc2ccccc12)c1cccs1
PEMOLINE,NC1=NC(=O)C(c2ccccc2)O1
TISOPURINE,Sc1ncnc2[nH]ncc12
TETRABENAZINE,COc1cc2c(cc1OC)C1CC(=O)C(CC(C)C)CN1CC2
HYDROGEN PEROXIDE,OO
ACETYLCHOLINE CHLORIDE,CC(=O)OCC[N+](C)(C)C.[Cl-]
ZOLMITRIPTAN,CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12
PHOSPHORIC ACID,O=P(O)(O)O
PHYSOSTIGMINE SALICYLATE,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C.O=C(O)c1ccccc1O
DEQUALINIUM CHLORIDE,Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21.[Cl-].[Cl-]
DECAMETHONIUM,C[N+](C)(C)CCCCCCCCCC[N+](C)(C)C
TUBOCURARINE,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3N(C)CC2)CC[N+]1(C)C
SULFAGUANIDINE,N=C(N)NS(=O)(=O)c1ccc(N)cc1
SULFAMETHIZOLE,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1
PHENIRAMINE,CN(C)CCC(c1ccccc1)c1ccccn1
PRILOCAINE,CCCNC(C)C(=O)Nc1ccccc1C
PROPOXYCAINE,CCCOc1cc(N)ccc1C(=O)OCCN(CC)CC
PROPARACAINE,CCCOc1ccc(C(=O)OCCN(CC)CC)cc1N
HEXYLCAINE,CC(CNC1CCCCC1)OC(=O)c1ccccc1
PRAMOXINE,CCCCOc1ccc(OCCCN2CCOCC2)cc1
BENOXINATE,CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N
THIOTHIXENE,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
IPRINDOLE,CN(C)CCCn1c2c(c3ccccc31)CCCCCC2
BUTAMBEN,CCCCOC(=O)c1ccc(N)cc1
CIPROFLOXACIN HYDROCHLORIDE,Cl.O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O
NELFINAVIR MESYLATE,CS(=O)(=O)O.Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C
ETHOPROPAZINE,CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21
CINOXACIN,CCn1nc(C(=O)O)c(=O)c2cc3c(cc21)OCO3
CANGRELOR,CSCCNc1nc(SCCC(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)C(Cl)(Cl)P(=O)(O)O)[C@@H](O)[C@H]1O
CARBENICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
BENOXAPROFEN,CC(C(=O)O)c1ccc2oc(-c3ccc(Cl)cc3)nc2c1
PHENYLEPHRINE,CNC[C@H](O)c1cccc(O)c1
RAMELTEON,CCC(=O)NCC[C@@H]1CCc2ccc3c(c21)CCO3
RABEPRAZOLE,COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C
SULCONAZOLE,Clc1ccc(CSC(Cn2ccnc2)c2ccc(Cl)cc2Cl)cc1
ZOPICLONE,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1
PENICILLIN G POTASSIUM,CC1(C)S[C@@H]2[C@H](NC(=O)Cc3ccccc3)C(=O)N2[C@H]1C(=O)[O-].[K+]
ACRIVASTINE,Cc1ccc(/C(=C\CN2CCCC2)c2cccc(/C=C/C(=O)O)n2)cc1
TOLVAPTAN,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCCC(O)c3cc(Cl)ccc32)c(C)c1
OXYPHENBUTAZONE ANHYDROUS,CCCCC1C(=O)N(c2ccccc2)N(c2ccc(O)cc2)C1=O
OSELTAMIVIR,CCOC(=O)C1=C[C@@H](OC(CC)CC)[C@H](NC(C)=O)[C@@H](N)C1
PERAMIVIR ANHYDROUS,CCC(CC)[C@H](NC(C)=O)[C@@H]1[C@H](O)[C@@H](C(=O)O)C[C@H]1NC(=N)N
IBUFENAC,CC(C)Cc1ccc(CC(=O)O)cc1
OXYBUTYNIN,CCN(CC)CC#CCOC(=O)C(O)(c1ccccc1)C1CCCCC1
ERTAPENEM SODIUM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)[O-])=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12.[Na+]
CARISOPRODOL,CCCC(C)(COC(N)=O)COC(=O)NC(C)C
DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O
LISINOPRIL ANHYDROUS,NCCCC[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O
AZELAIC ACID,O=C(O)CCCCCCCC(=O)O
BENZYL BENZOATE,O=C(OCc1ccccc1)c1ccccc1
PROPANTHELINE BROMIDE,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C.[Br-]
TRIPELENNAMINE,CN(C)CCN(Cc1ccccc1)c1ccccn1
PHENAZOPYRIDINE,Nc1ccc(/N=N/c2ccccc2)c(N)n1
CYCLOFENIL,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1
SULFACARBAMIDE,NC(=O)NS(=O)(=O)c1ccc(N)cc1
SULFABENZAMIDE,Nc1ccc(S(=O)(=O)NC(=O)c2ccccc2)cc1
VILDAGLIPTIN,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2
TRIMETHAPHAN CAMSYLATE,CC1(C)C2CCC1(CS(=O)(=O)[O-])C(=O)C2.O=C1N(Cc2ccccc2)C2C[S+]3CCCC3C2N1Cc1ccccc1
GANIRELIX,CC/N=C(\NCC)NCCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCCN/C(=N/CC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
NAFTOPIDIL,COc1ccccc1N1CCN(CC(O)COc2cccc3ccccc23)CC1
DEGARELIX,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(NC(=O)[C@@H]2CC(=O)NC(=O)N2)cc1)C(=O)N[C@H](Cc1ccc(NC(N)=O)cc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
ABARELIX,CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCCNC(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O
ISOFLURANE,FC(F)OC(Cl)C(F)(F)F
NITROGEN,N#N
ENFLURANE,FC(F)OC(F)(F)C(F)Cl
METOCURINE,COc1ccc2cc1Oc1cc3c(cc1OC)CC[N+](C)(C)[C@H]3Cc1ccc(cc1)Oc1c(OC)c(OC)cc3c1[C@@H](C2)[N+](C)(C)CC3
CITRIC ACID,O=C(O)CC(O)(CC(=O)O)C(=O)O
HEXETIDINE,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1
OXICONAZOLE,Clc1ccc(CO/N=C(\Cn2ccnc2)c2ccc(Cl)cc2Cl)c(Cl)c1
SALMETEROL,OCc1cc(C(O)CNCCCCCCOCCCCc2ccccc2)ccc1O
ADAPALENE,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
GLAFENINE,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12
TETRAHYDROZOLINE,c1ccc2c(c1)CCCC2C1=NCCN1
ROMIDEPSIN,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O
PENTOLINIUM,C[N+]1(CCCCC[N+]2(C)CCCC2)CCCC1
REPAGLINIDE,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O
NILUTAMIDE,CC1(C)NC(=O)N(c2ccc([N+](=O)[O-])c(C(F)(F)F)c2)C1=O
PERGOLIDE MESYLATE,CCCN1C[C@H](CSC)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21.CS(=O)(=O)O
NARATRIPTAN,CNS(=O)(=O)CCc1ccc2[nH]cc(C3CCN(C)CC3)c2c1
FROVATRIPTAN,CN[C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1
VERAPAMIL HYDROCHLORIDE,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC.Cl
PHENOBARBITAL SODIUM,CCC1(c2ccccc2)C(=O)N=C([O-])NC1=O.[Na+]
IMIQUIMOD,CC(C)Cn1cnc2c(N)nc3ccccc3c21
CINCHOPHEN,O=C(O)c1cc(-c2ccccc2)nc2ccccc12
LEVETIRACETAM,CC[C@@H](C(N)=O)N1CCCC1=O
HALOPROGIN,Clc1cc(Cl)c(OCC#CI)cc1Cl
PENBUTOLOL,CC(C)(C)NC[C@H](O)COc1ccccc1C1CCCC1
ANTRAFENINE,O=C(OCCN1CCN(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1Nc1ccnc2cc(C(F)(F)F)ccc12
BECLOBRATE,CCOC(=O)C(C)(CC)Oc1ccc(Cc2ccc(Cl)cc2)cc1
METIPRANOLOL,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C
CLOFAZIMINE,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1
BETA CAROTENE,CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1
QUINIDINE,C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12
BUTOCONAZOLE,Clc1ccc(CCC(Cn2ccnc2)Sc2c(Cl)cccc2Cl)cc1
CEFOTIAM,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
FENOPROFEN,CC(C(=O)O)c1cccc(Oc2ccccc2)c1
ACIPIMOX,Cc1cnc(C(=O)O)c[n+]1[O-]
KETOCONAZOLE,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1
QUININE,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12
DIAMTHAZOLE DIHYDROCHLORIDE,CCN(CC)CCOc1ccc2nc(N(C)C)sc2c1.Cl.Cl
HYDROXYSTILBAMIDINE,N=C(N)c1ccc(/C=C/c2ccc(C(=N)N)cc2O)cc1
ROTIGOTINE,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1
PIRETANIDE,NS(=O)(=O)c1cc(C(=O)O)cc(N2CCCC2)c1Oc1ccccc1
ANTAZOLINE,c1ccc(CN(CC2=NCCN2)c2ccccc2)cc1
FOMEPIZOLE,Cc1cn[nH]c1
ISOSORBIDE MONONITRATE,O=[N+]([O-])O[C@@H]1CO[C@H]2[C@@H]1OC[C@@H]2O
TIOPRONIN,CC(S)C(=O)NCC(=O)O
CARPROFEN,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12
MOXISYLYTE,CC(=O)Oc1cc(C(C)C)c(OCCN(C)C)cc1C
PROCARBAZINE,CNNCc1ccc(C(=O)NC(C)C)cc1
DARUNAVIR,CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@H]21)S(=O)(=O)c1ccc(N)cc1
TOLCAPONE,Cc1ccc(C(=O)c2cc(O)c(O)c([N+](=O)[O-])c2)cc1
BENORILATE,CC(=O)Nc1ccc(OC(=O)c2ccccc2OC(C)=O)cc1
PENTAGASTRIN,CSCC[C@H](NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)CCNC(=O)OC(C)(C)C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
SORAFENIB,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1
CEVIMELINE,CC1OC2(CS1)CN1CCC2CC1
PIXANTRONE,NCCNc1ccc(NCCN)c2c1C(=O)c1ccncc1C2=O
NITISINONE,O=C1CCCC(=O)C1C(=O)c1ccc(C(F)(F)F)cc1[N+](=O)[O-]
PHENFORMIN,N=C(N)NC(=N)NCCc1ccccc1
DEBRISOQUIN,N=C(N)N1CCc2ccccc2C1
AMIFAMPRIDINE,Nc1ccncc1N
LOMITAPIDE,O=C(NC1CCN(CCCCC2(C(=O)NCC(F)(F)F)c3ccccc3-c3ccccc32)CC1)c1ccccc1-c1ccc(C(F)(F)F)cc1
VARDENAFIL HYDROCHLORIDE,CCCc1nc(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12.Cl
METHOXYFLURANE,COC(F)(F)C(Cl)Cl
OXYBATE,O=C(O)CCCO
GUANETHIDINE MONOSULFATE,N=C(N)NCCN1CCCCCCC1.O=S(=O)(O)O
DARIFENACIN,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1
ORLISTAT,CCCCCCCCCCC[C@@H](C[C@@H]1OC(=O)[C@H]1CCCCCC)OC(=O)[C@H](CC(C)C)NC=O
SILVER NITRATE,O=[N+]([O-])[O-].[Ag+]
RILPIVIRINE,Cc1cc(/C=C/C#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1
VALACYCLOVIR,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21
SPARSENTAN,CCCCC1=NC2(CCCC2)C(=O)N1Cc1ccc(-c2ccccc2S(=O)(=O)Nc2noc(C)c2C)c(COCC)c1
NERATINIB,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C
TILUDRONIC ACID,O=P(O)(O)C(Sc1ccc(Cl)cc1)P(=O)(O)O
BLONANSERIN,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
LORCASERIN,C[C@H]1CNCCc2ccc(Cl)cc21
RAMATROBAN,O=C(O)CCn1c2c(c3ccccc31)C[C@H](NS(=O)(=O)c1ccc(F)cc1)CC2
SODIUM BICARBONATE,O=C([O-])O.[Na+]
SODIUM ACETATE,CC(=O)[O-].[Na+]
SODIUM CITRATE,O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Na+].[Na+].[Na+]
SODIUM BENZOATE,O=C([O-])c1ccccc1.[Na+]
SODIUM LACTATE,CC(O)C(=O)[O-].[Na+]
FULVESTRANT,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCC[S+]([O-])CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O
ERTAPENEM,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)Nc4cccc(C(=O)O)c4)C3)[C@H](C)[C@H]12
AMPICILLIN,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O
GALLAMINE,CC[N+](CC)(CC)CCOc1cccc(OCC[N+](CC)(CC)CC)c1OCC[N+](CC)(CC)CC
ATRACURIUM,COc1ccc(CC2c3cc(OC)c(OC)cc3CC[N+]2(C)CCC(=O)OCCCCCOC(=O)CC[N+]2(C)CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)cc1OC
PANCURONIUM,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1[N+]1(C)CCCCC1
ARFORMOTEROL,COc1ccc(C[C@@H](C)NC[C@H](O)c2ccc(O)c(NC=O)c2)cc1
PYRIDOXINE,Cc1ncc(CO)c(CO)c1O
DRONEDARONE,CCCCc1oc2ccc(NS(C)(=O)=O)cc2c1C(=O)c1ccc(OCCCN(CCCC)CCCC)cc1
TERODILINE,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C
"SODIUM PHOSPHATE, MONOBASIC",O=P([O-])(O)O.[Na+]
SODIUM CARBONATE,O=C([O-])[O-].[Na+].[Na+]
VILAZODONE,N#Cc1ccc2[nH]cc(CCCCN3CCN(c4ccc5oc(C(N)=O)cc5c4)CC3)c2c1
BUDESONIDE,CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1
PENTAMIDINE ISETHIONATE,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO
ACEMETACIN,COc1ccc2c(c1)c(CC(=O)OCC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1
PIRPROFEN,CC(C(=O)O)c1ccc(N2CC=CC2)c(Cl)c1
CHLORZOXAZONE,O=c1[nH]c2cc(Cl)ccc2o1
ARTESUNATE,C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3
BUFLOMEDIL,COc1cc(OC)c(C(=O)CCCN2CCCC2)c(OC)c1
TRIPARANOL,CCN(CC)CCOc1ccc(C(O)(Cc2ccc(Cl)cc2)c2ccc(C)cc2)cc1
METHYLENE BLUE CATION,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1
OXIGLUTATIONE,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O
MODAFINIL,NC(=O)C[S+]([O-])C(c1ccccc1)c1ccccc1
TIAPROFENIC ACID,CC(C(=O)O)c1ccc(C(=O)c2ccccc2)s1
ESFLURBIPROFEN,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1
DEXIBUPROFEN,CC(C)Cc1ccc([C@H](C)C(=O)O)cc1
CANNABIDIOL,C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O
PALBOCICLIB,CC(=O)c1c(C)c2cnc(Nc3ccc(N4CCNCC4)cn3)nc2n(C2CCCC2)c1=O
NOSCAPINE,COc1ccc2c(c1OC)C(=O)O[C@@H]2[C@H]1c2c(cc3c(c2OC)OCO3)CCN1C
PROGUANIL,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1
THIETHYLPERAZINE,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2
ROFLUMILAST,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1
ABACAVIR,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
TOLTERODINE,Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1
SAMIDORPHAN,NC(=O)c1ccc2c(c1O)[C@]13CCN(CC4CC4)[C@H](C2)[C@]1(O)CCC(=O)C3
PAROMOMYCIN,NC[C@@H]1O[C@H](O[C@H]2[C@@H](O)[C@H](O[C@@H]3[C@@H](O)[C@H](N)C[C@H](N)[C@H]3O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3N)O[C@@H]2CO)[C@H](N)[C@@H](O)[C@@H]1O
KANAMYCIN,NC[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H](N)C[C@@H]2N)[C@H](O)[C@@H](O)[C@@H]1O
TROFINETIDE,C[C@@]1(C(=O)N[C@@H](CCC(=O)O)C(=O)O)CCCN1C(=O)CN
ESTRIOL,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O
NORETHYNODREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=C(CCC(=O)C4)[C@H]3CC[C@@]21C
MONOBENZONE,Oc1ccc(OCc2ccccc2)cc1
LEVONORGESTREL,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC
SPIRONOLACTONE,CC(=O)S[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@]34CCC(=O)O4)[C@H]12
MARALIXIBAT,CCCCC1(CCCC)CS(=O)(=O)c2ccc(N(C)C)cc2[C@@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)[C@H]1O
METHYLTESTOSTERONE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O
RIVAROXABAN,O=C(NC[C@H]1CN(c2ccc(N3CCOCC3=O)cc2)C(=O)O1)c1ccc(Cl)s1
ATOSIBAN,CCOc1ccc(C[C@H]2NC(=O)CCSSC[C@@H](C(=O)N3CCC[C@H]3C(=O)N[C@@H](CCCN)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H]([C@@H](C)CC)NC2=O)cc1
AMIKACIN,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
COCAINE,COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C
POSACONAZOLE,CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O
STREPTOMYCIN,CN[C@@H]1[C@H](O[C@H]2[C@H](O[C@H]3[C@H](O)[C@@H](O)[C@H](N=C(N)N)[C@@H](O)[C@@H]3N=C(N)N)O[C@@H](C)[C@]2(O)C=O)O[C@@H](CO)[C@H](O)[C@H]1O
DAUNORUBICIN,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
ANASTROZOLE,CC(C)(C#N)c1cc(Cn2cncn2)cc(C(C)(C)C#N)c1
NITAZOXANIDE,CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1
PYROVALERONE,CCCC(C(=O)c1ccc(C)cc1)N1CCCC1
ELVITEGRAVIR,COc1cc2c(cc1Cc1cccc(Cl)c1F)c(=O)c(C(=O)O)cn2[C@H](CO)C(C)C
BRINCIDOFOVIR,CCCCCCCCCCCCCCCCOCCCOP(=O)(O)CO[C@H](CO)Cn1ccc(N)nc1=O
RANOLAZINE,COc1ccccc1OCC(O)CN1CCN(CC(=O)Nc2c(C)cccc2C)CC1
TRIMETAZIDINE,COc1ccc(CN2CCNCC2)c(OC)c1OC
NETUPITANT,Cc1ccccc1-c1cc(N2CCN(C)CC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1
ESTRONE,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CCC2=O
